"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"4","com.partner.integration.doppler.jobs","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/jobs/NewsletterExportCronJobWS.java","2","36","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","4","12","Duplicate import 'com.partner.integration.botonpago.wrapper.OrderWrapper'","Code Style","UnnecessaryImport"
"2","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","4","13","Unused import 'com.partner.integration.botonpago.wsclient.*'","Code Style","UnnecessaryImport"
"3","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","60","Avoid unused private fields such as 'customerAccountService'.","Best Practices","UnusedPrivateField"
"4","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","60","Perhaps 'customerAccountService' could be replaced by a local variable.","Design","SingularField"
"5","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","61","Avoid unused private fields such as 'userService'.","Best Practices","UnusedPrivateField"
"6","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","61","Perhaps 'userService' could be replaced by a local variable.","Design","SingularField"
"7","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","65","Avoid unused private fields such as 'flexibleSearchService'.","Best Practices","UnusedPrivateField"
"8","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","65","Perhaps 'flexibleSearchService' could be replaced by a local variable.","Design","SingularField"
"9","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","2","110","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"10","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","2","134","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"11","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","2","140","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"12","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","143","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"13","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","2","151","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"14","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","2","333","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"15","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","3","431","Position literals first in String comparisons","Best Practices","LiteralsFirstInComparisons"
"16","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/services/impl/DefaultBotonPagoService.java","2","520","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/RequestGet.java","4","3","Unused import 'com.fasterxml.jackson.annotation.*'","Code Style","UnnecessaryImport"
"2","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/RequestGet.java","4","7","Unused import 'java.util.List'","Code Style","UnnecessaryImport"
"3","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/RequestGet.java","1","38","The instance method name 'getAccess_token' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/RequestGet.java","1","43","The instance method name 'setAccess_token' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"5","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/RequestGet.java","1","43","The method parameter name 'access_token' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"1","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/DopplerField.java","4","3","Unused import 'com.fasterxml.jackson.annotation.*'","Code Style","UnnecessaryImport"
"1","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/DopplerResponse.java","4","3","Unused import 'com.fasterxml.jackson.annotation.*'","Code Style","UnnecessaryImport"
"1","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","34","Unnecessary modifier 'public' on method 'sendOrders2': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"2","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","49","Unnecessary modifier 'public' on method 'sendOrders': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"3","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","64","Unnecessary modifier 'public' on method 'getPackageStatus': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"4","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","79","Unnecessary modifier 'public' on method 'getOrderStatus': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"5","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","94","Unnecessary modifier 'public' on method 'getOrdersStatus': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"6","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","108","Unnecessary modifier 'public' on method 'getReturnAnalysis': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"7","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","122","Unnecessary modifier 'public' on method 'setOrderAsReturned': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"8","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","138","Unnecessary modifier 'public' on method 'getAnalystComments': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"9","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","155","Unnecessary modifier 'public' on method 'orderChargeBack': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"10","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","173","Unnecessary modifier 'public' on method 'orderChargeBackByNsu': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"11","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","190","Unnecessary modifier 'public' on method 'submitInfo': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"12","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ServiceSoap.java","3","205","Unnecessary modifier 'public' on method 'checkOrderStatus': the method is declared in an interface type","Code Style","UnnecessaryModifier"
